,name,team,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,season,week,next_fp,afc_n,afc_s,afc_w,nfc_e,nfc_n,nfc_s,nfc_w,temperature,wind,precipitation,status_code
619,Damien Williams,Dolphins,2.0,2.0,1.0,1.0,1.0,18.0,1.0,14.0,2016,10,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,3,0.0,0.0
620,Damien Williams,Dolphins,2.0,2.0,1.0,1.0,1.0,18.0,1.0,14.0,2016,10,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,3,0.0,0.0
621,Jay Ajayi,Dolphins,19.0,79.0,0.0,1.0,1.0,1.0,0.0,8.0,2016,10,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,3,0.0,0.0
622,Jay Ajayi,Dolphins,19.0,79.0,0.0,1.0,1.0,1.0,0.0,8.0,2016,10,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,3,0.0,0.0
623,Damien Williams,Dolphins,5.0,7.0,0.0,3.0,2.0,1.0,1.0,6.8,2016,14,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,1,0.0,0.0
624,Jay Ajayi,Dolphins,20.0,48.0,0.0,3.0,1.0,15.0,0.0,6.3,2016,14,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,1,0.0,0.0
625,Damien Williams,Dolphins,0.0,0.0,0.0,3.0,2.0,51.0,0.0,5.1,2016,16,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,7,0.0,0.0
626,Jay Ajayi,Dolphins,32.0,206.0,1.0,1.0,1.0,3.0,0.0,26.9,2016,16,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,7,0.0,0.0
627,Kenyan Drake,Dolphins,4.0,56.0,1.0,0.0,0.0,0.0,0.0,11.6,2016,16,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,7,0.0,0.0
628,Damien Williams,Dolphins,4.0,9.0,0.0,3.0,3.0,14.0,0.0,2.3,2017,6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
629,Jay Ajayi,Dolphins,26.0,130.0,0.0,3.0,0.0,0.0,0.0,13.0,2017,6,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
630,Damien Williams,Dolphins,7.0,14.0,0.0,6.0,6.0,47.0,1.0,12.1,2017,9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0
631,Kenyan Drake,Dolphins,9.0,69.0,0.0,6.0,6.0,35.0,0.0,10.4,2017,9,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0,0.0,0.0
632,Damien Williams,Dolphins,9.0,19.0,0.0,3.0,2.0,20.0,0.0,3.9,2017,10,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,9,0.0,0.0
633,Kenyan Drake,Dolphins,7.0,82.0,1.0,2.0,2.0,10.0,0.0,15.2,2017,10,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,9,0.0,0.0
634,Damien Williams,Dolphins,10.0,78.0,0.0,1.0,1.0,24.0,0.0,10.2,2017,11,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,4,0.0,0.0
635,Danny Woodhead,Chargers,16.0,89.0,0.0,7.0,5.0,31.0,1.0,18.0,2016,1,3.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,7,0.0,0.0
636,Melvin Gordon,Chargers,14.0,57.0,2.0,0.0,0.0,0.0,0.0,17.7,2016,1,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73,7,0.0,0.0
637,Danny Woodhead,Ravens,1.0,4.0,0.0,3.0,3.0,33.0,0.0,3.7,2017,1,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
638,Danny Woodhead,Ravens,1.0,4.0,0.0,3.0,3.0,33.0,0.0,3.7,2017,1,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
639,Danny Woodhead,Ravens,1.0,4.0,0.0,3.0,3.0,33.0,0.0,3.7,2017,1,2.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
640,Javorius Allen,Ravens,21.0,71.0,0.0,1.0,0.0,0.0,0.0,7.1,2017,1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
641,Javorius Allen,Ravens,21.0,71.0,0.0,1.0,0.0,0.0,0.0,7.1,2017,1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
642,Javorius Allen,Ravens,21.0,71.0,0.0,1.0,0.0,0.0,0.0,7.1,2017,1,16.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
643,Terrance West,Ravens,19.0,80.0,1.0,1.0,0.0,0.0,0.0,14.0,2017,1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
644,Terrance West,Ravens,19.0,80.0,1.0,1.0,0.0,0.0,0.0,14.0,2017,1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
645,Terrance West,Ravens,19.0,80.0,1.0,1.0,0.0,0.0,0.0,14.0,2017,1,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,69,3,0.0,0.0
646,Darren Sproles,Eagles,12.0,40.0,0.0,2.0,2.0,8.0,0.0,4.8,2016,2,18.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80,2,0.0,0.0
647,Ryan Mathews,Eagles,9.0,32.0,2.0,1.0,1.0,3.0,0.0,15.5,2016,2,13.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80,2,0.0,0.0
648,Darren Sproles,Eagles,2.0,-1.0,0.0,6.0,6.0,128.0,1.0,18.7,2016,3,6.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,1,0.0,0.0
649,Kenjon Barner,Eagles,8.0,42.0,1.0,0.0,0.0,0.0,0.0,10.2,2016,3,6.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,1,0.0,0.0
650,Wendell Smallwood,Eagles,17.0,79.0,1.0,0.0,0.0,0.0,0.0,13.9,2016,3,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,1,0.0,0.0
651,Darren Sproles,Eagles,5.0,45.0,0.0,4.0,4.0,23.0,0.0,6.8,2016,5,2.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DOME,0,0.0,0.0
652,Ryan Mathews,Eagles,11.0,42.0,0.0,5.0,5.0,33.0,1.0,13.5,2016,5,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DOME,0,0.0,0.0
653,Darren Sproles,Eagles,4.0,20.0,0.0,1.0,1.0,4.0,0.0,2.4,2016,6,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,5,0.0,0.0
654,Ryan Mathews,Eagles,9.0,60.0,0.0,0.0,0.0,0.0,0.0,6.0,2016,6,8.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,5,0.0,0.0
655,Darren Sproles,Eagles,3.0,26.0,0.0,3.0,2.0,23.0,0.0,4.9,2016,7,10.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,1,0.0,0.0
656,Ryan Mathews,Eagles,14.0,56.0,0.0,1.0,1.0,27.0,0.0,8.3,2016,7,7.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,1,0.0,0.0
657,Darren Sproles,Eagles,15.0,86.0,0.0,7.0,5.0,17.0,0.0,10.3,2016,8,7.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78,3,0.0,0.0
658,Ryan Mathews,Eagles,4.0,10.0,1.0,1.0,1.0,1.0,0.0,7.1,2016,8,7.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78,3,0.0,0.0
659,Darren Sproles,Eagles,13.0,57.0,0.0,9.0,3.0,14.0,0.0,7.1,2016,9,7.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,8,0.0,0.0
660,Kenjon Barner,Eagles,1.0,3.0,1.0,0.0,0.0,0.0,0.0,6.3,2016,9,8.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,8,0.0,0.0
661,Ryan Mathews,Eagles,5.0,15.0,1.0,1.0,1.0,0.0,0.0,7.5,2016,9,25.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,8,0.0,0.0
662,Wendell Smallwood,Eagles,2.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,2016,9,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57,8,0.0,0.0
663,Darren Sproles,Eagles,2.0,19.0,0.0,10.0,8.0,57.0,0.0,7.6,2016,10,5.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,6,0.0,0.0
664,Darren Sproles,Eagles,2.0,19.0,0.0,10.0,8.0,57.0,0.0,7.6,2016,10,5.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,6,0.0,0.0
665,Ryan Mathews,Eagles,19.0,109.0,2.0,2.0,2.0,30.0,0.0,25.9,2016,10,3.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,6,0.0,0.0
666,Ryan Mathews,Eagles,19.0,109.0,2.0,2.0,2.0,30.0,0.0,25.9,2016,10,3.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,6,0.0,0.0
667,Wendell Smallwood,Eagles,13.0,70.0,0.0,1.0,0.0,0.0,0.0,7.0,2016,10,7.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,6,0.0,0.0
668,Wendell Smallwood,Eagles,13.0,70.0,0.0,1.0,0.0,0.0,0.0,7.0,2016,10,7.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54,6,0.0,0.0
669,Darren Sproles,Eagles,3.0,6.0,0.0,7.0,5.0,48.0,0.0,5.4,2016,12,10.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47,4,0.0,0.0
670,Wendell Smallwood,Eagles,9.0,37.0,0.0,1.0,1.0,10.0,0.0,4.7,2016,12,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47,4,0.0,0.0
671,Darren Sproles,Eagles,7.0,14.0,1.0,6.0,6.0,35.0,0.0,10.9,2016,13,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,3,0.0,0.0
672,Darren Sproles,Eagles,5.0,27.0,0.0,3.0,2.0,13.0,1.0,10.0,2016,14,12.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,2,0.0,0.0
673,Ryan Mathews,Eagles,15.0,60.0,0.0,1.0,0.0,0.0,0.0,6.0,2016,14,19.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33,2,0.0,1.0
674,Darren Sproles,Eagles,7.0,40.0,1.0,2.0,2.0,23.0,0.0,12.3,2016,16,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41,8,0.0,0.0
675,Darren Sproles,Eagles,2.0,2.0,0.0,8.0,5.0,43.0,0.0,4.5,2017,1,7.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
676,Darren Sproles,Eagles,2.0,2.0,0.0,8.0,5.0,43.0,0.0,4.5,2017,1,7.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
677,Darren Sproles,Eagles,2.0,2.0,0.0,8.0,5.0,43.0,0.0,4.5,2017,1,7.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
678,LeGarrette Blount,Eagles,14.0,46.0,0.0,1.0,1.0,1.0,1.0,10.7,2017,1,12.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
679,LeGarrette Blount,Eagles,14.0,46.0,0.0,1.0,1.0,1.0,1.0,10.7,2017,1,12.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
680,LeGarrette Blount,Eagles,14.0,46.0,0.0,1.0,1.0,1.0,1.0,10.7,2017,1,12.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,3,0.0,0.0
681,David Johnson,Cardinals,16.0,89.0,1.0,6.0,4.0,43.0,0.0,19.2,2016,1,14.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
682,David Johnson,Cardinals,19.0,83.0,2.0,6.0,3.0,28.0,0.0,23.1,2016,3,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62,1,0.0,0.0
683,David Johnson,Cardinals,27.0,157.0,2.0,6.0,3.0,28.0,0.0,30.5,2016,5,31.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72,7,0.0,0.0
684,David Johnson,Cardinals,33.0,113.0,0.0,13.0,8.0,58.0,0.0,17.1,2016,7,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
685,David Johnson,Cardinals,19.0,55.0,1.0,7.0,5.0,46.0,1.0,22.1,2016,10,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
686,David Johnson,Cardinals,19.0,55.0,1.0,7.0,5.0,46.0,1.0,22.1,2016,10,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
687,David Johnson,Cardinals,22.0,103.0,1.0,11.0,7.0,57.0,1.0,28.0,2016,11,22.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
688,David Johnson,Cardinals,13.0,58.0,0.0,11.0,8.0,103.0,1.0,22.1,2016,12,29.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
689,David Johnson,Cardinals,18.0,84.0,1.0,12.0,9.0,91.0,1.0,29.5,2016,13,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
690,David Johnson,Cardinals,20.0,80.0,0.0,8.0,5.0,41.0,0.0,12.1,2016,14,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75,1,0.0,0.0
691,David Johnson,Cardinals,12.0,53.0,2.0,5.0,4.0,55.0,0.0,22.8,2016,15,31.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
692,Kerwynn Williams,Cardinals,3.0,63.0,1.0,0.0,0.0,0.0,0.0,12.3,2016,15,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DOME,0,0.0,0.0
693,David Johnson,Cardinals,28.0,95.0,3.0,7.0,4.0,41.0,0.0,31.6,2016,16,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39,2,0.0,0.0
694,David Johnson,Cardinals,5.0,6.0,0.0,4.0,3.0,38.0,0.0,4.4,2016,17,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56,1,0.0,0.0
695,Kerwynn Williams,Cardinals,12.0,60.0,1.0,1.0,0.0,0.0,0.0,12.0,2016,17,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56,1,0.0,0.0
696,DeAndre Washington,Raiders,6.0,46.0,0.0,1.0,1.0,6.0,0.0,5.2,2016,2,6.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83,3,0.0,0.0
697,Jamize Olawale,Raiders,1.0,11.0,0.0,2.0,2.0,28.0,0.0,3.9,2016,2,8.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83,3,0.0,0.0
698,Latavius Murray,Raiders,8.0,57.0,1.0,6.0,6.0,44.0,0.0,16.1,2016,2,9.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83,3,0.0,0.0
699,DeAndre Washington,Raiders,6.0,57.0,0.0,1.0,1.0,5.0,0.0,6.2,2016,3,4.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
700,Jalen Richard,Raiders,6.0,28.0,0.0,1.0,1.0,13.0,0.0,4.1,2016,3,9.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
701,Latavius Murray,Raiders,10.0,37.0,1.0,1.0,1.0,1.0,0.0,9.8,2016,3,18.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
702,DeAndre Washington,Raiders,5.0,30.0,0.0,3.0,3.0,16.0,0.0,4.6,2016,4,5.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,0,0.0,0.0
703,DeAndre Washington,Raiders,9.0,23.0,0.0,6.0,5.0,29.0,0.0,5.2,2016,5,4.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,4,0.0,0.0
704,Jalen Richard,Raiders,8.0,31.0,0.0,7.0,6.0,66.0,0.0,9.7,2016,5,3.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,4,0.0,0.0
705,Jamize Olawale,Raiders,6.0,22.0,1.0,1.0,1.0,2.0,0.0,8.4,2016,5,6.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78,4,0.0,0.0
706,DeAndre Washington,Raiders,10.0,49.0,0.0,1.0,0.0,0.0,0.0,4.9,2016,6,3.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,5,1.0,0.0
707,DeAndre Washington,Raiders,5.0,32.0,0.0,0.0,0.0,0.0,0.0,3.2,2016,8,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
708,Jalen Richard,Raiders,5.0,34.0,0.0,2.0,2.0,3.0,0.0,3.7,2016,8,7.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
709,Jamize Olawale,Raiders,1.0,-1.0,0.0,2.0,2.0,69.0,0.0,6.8,2016,8,14.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
710,Latavius Murray,Raiders,11.0,48.0,0.0,7.0,5.0,23.0,0.0,7.1,2016,8,30.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84,1,0.0,0.0
711,DeAndre Washington,Raiders,10.0,35.0,0.0,1.0,1.0,0.0,0.0,3.5,2016,9,23.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,3,0.0,0.0
712,Jalen Richard,Raiders,8.0,62.0,0.0,3.0,2.0,10.0,0.0,7.2,2016,9,11.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,3,0.0,0.0
713,Latavius Murray,Raiders,20.0,114.0,3.0,1.0,1.0,13.0,0.0,30.7,2016,9,9.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67,3,0.0,0.0
714,DeAndre Washington,Raiders,12.0,99.0,2.0,1.0,1.0,18.0,0.0,23.7,2016,16,5.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,5,0.0,0.0
715,Jalen Richard,Raiders,6.0,66.0,0.0,3.0,3.0,13.0,1.0,13.9,2016,16,16.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,5,0.0,0.0
716,Latavius Murray,Raiders,15.0,40.0,0.0,2.0,2.0,11.0,0.0,5.1,2016,16,4.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,5,0.0,0.0
717,DeAndre Washington,Raiders,7.0,43.0,0.0,2.0,2.0,14.0,0.0,5.7,2016,17,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48,3,0.0,0.0
718,DeAndre Washington,Raiders,9.0,33.0,1.0,4.0,3.0,7.0,0.0,10.0,2017,7,14.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,4,0.0,0.0
719,Jalen Richard,Raiders,9.0,31.0,0.0,4.0,4.0,45.0,0.0,7.6,2017,7,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,4,0.0,0.0
720,DeAndre Washington,Raiders,6.0,26.0,0.0,10.0,8.0,62.0,1.0,14.8,2017,8,4.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,1.0,0.0
721,Jalen Richard,Raiders,5.0,21.0,0.0,7.0,5.0,35.0,0.0,5.6,2017,8,2.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39,2,1.0,0.0
722,DeAndre Washington,Raiders,6.0,23.0,0.0,3.0,3.0,23.0,0.0,4.6,2017,12,7.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,6,0.0,0.0
723,Jalen Richard,Raiders,2.0,17.0,0.0,2.0,2.0,13.0,1.0,9.0,2017,12,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,6,0.0,0.0
724,Marshawn Lynch,Raiders,26.0,67.0,1.0,3.0,3.0,44.0,0.0,17.1,2017,12,18.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,61,6,0.0,0.0
725,DeAngelo Williams,Steelers,26.0,143.0,2.0,9.0,6.0,28.0,0.0,29.1,2016,1,19.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76,3,0.0,0.0
726,DeAngelo Williams,Steelers,32.0,94.0,0.0,5.0,4.0,38.0,1.0,19.2,2016,2,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,3,0.0,0.0
727,DeAngelo Williams,Steelers,8.0,21.0,0.0,7.0,4.0,23.0,0.0,4.4,2016,3,6.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1,0.0,0.0
728,DeAngelo Williams,Steelers,4.0,7.0,1.0,1.0,1.0,2.0,0.0,6.9,2016,4,21.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,1.0,0.0
729,Le'Veon Bell,Steelers,18.0,144.0,0.0,6.0,5.0,34.0,0.0,17.8,2016,4,15.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,1.0,0.0
730,DeMarco Murray,Titans,13.0,42.0,0.0,7.0,5.0,35.0,2.0,19.7,2016,1,14.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77,3,0.0,0.0
731,Derrick Henry,Titans,5.0,3.0,0.0,2.0,2.0,41.0,0.0,4.4,2016,1,4.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,77,3,0.0,0.0
732,DeMarco Murray,Titans,12.0,89.0,0.0,7.0,7.0,56.0,0.0,14.5,2016,2,21.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
733,Derrick Henry,Titans,9.0,40.0,0.0,1.0,1.0,9.0,0.0,4.9,2016,2,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
734,DeMarco Murray,Titans,16.0,114.0,1.0,5.0,5.0,41.0,0.0,21.5,2016,3,23.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
735,Derrick Henry,Titans,10.0,45.0,0.0,0.0,0.0,0.0,0.0,4.5,2016,3,5.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,89,3,0.0,0.0
736,DeMarco Murray,Titans,25.0,95.0,2.0,2.0,2.0,24.0,0.0,23.9,2016,4,13.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82,4,0.0,0.0
737,DeMarco Murray,Titans,27.0,121.0,0.0,6.0,5.0,16.0,0.0,13.7,2016,5,12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,87,1,0.0,0.0
738,Derrick Henry,Titans,7.0,54.0,0.0,0.0,0.0,0.0,0.0,5.4,2016,5,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,87,1,0.0,0.0
739,DeMarco Murray,Titans,21.0,65.0,1.0,2.0,0.0,0.0,0.0,12.5,2016,6,18.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79,7,0.0,0.0
740,Derrick Henry,Titans,2.0,7.0,0.0,2.0,2.0,20.0,0.0,2.7,2016,6,15.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79,7,0.0,0.0
741,DeMarco Murray,Titans,25.0,107.0,1.0,5.0,3.0,20.0,0.0,18.7,2016,7,18.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,5,0.0,0.0
742,DeMarco Murray,Titans,21.0,123.0,1.0,2.0,1.0,5.0,0.0,18.8,2016,8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66,4,0.0,0.0
743,Derrick Henry,Titans,16.0,60.0,1.0,5.0,4.0,37.0,0.0,15.7,2016,8,3.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66,4,0.0,0.0
744,DeMarco Murray,Titans,14.0,51.0,1.0,7.0,7.0,29.0,0.0,14.0,2016,9,21.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74,3,0.0,0.0
745,DeMarco Murray,Titans,17.0,123.0,1.0,3.0,2.0,33.0,0.0,21.6,2016,10,13.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0,0.0
746,DeMarco Murray,Titans,17.0,123.0,1.0,3.0,2.0,33.0,0.0,21.6,2016,10,13.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0,0.0
747,Derrick Henry,Titans,9.0,31.0,0.0,0.0,0.0,0.0,0.0,3.1,2016,10,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0,0.0
748,Derrick Henry,Titans,9.0,31.0,0.0,0.0,0.0,0.0,0.0,3.1,2016,10,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55,0,0.0,0.0
749,DeMarco Murray,Titans,21.0,70.0,0.0,3.0,3.0,9.0,1.0,13.9,2016,11,8.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DOME,0,0.0,0.0
750,DeMarco Murray,Titans,17.0,43.0,0.0,5.0,5.0,41.0,0.0,8.4,2016,12,15.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5,0.0,0.0
751,Derrick Henry,Titans,8.0,60.0,1.0,0.0,0.0,0.0,0.0,12.0,2016,12,4.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38,5,0.0,0.0
752,DeMarco Murray,Titans,21.0,92.0,1.0,2.0,0.0,0.0,0.0,15.2,2016,14,14.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,1,0.0,0.0
753,Derrick Henry,Titans,12.0,42.0,0.0,1.0,1.0,5.0,0.0,4.7,2016,14,17.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48,1,0.0,0.0
754,DeMarco Murray,Titans,18.0,89.0,0.0,6.0,5.0,52.0,0.0,14.1,2016,15,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0
755,Derrick Henry,Titans,9.0,58.0,2.0,0.0,0.0,0.0,0.0,17.8,2016,15,12.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0
756,DeMarco Murray,Titans,14.0,42.0,0.0,4.0,2.0,18.0,0.0,6.0,2016,16,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65,2,0.0,0.0
757,DeMarco Murray,Titans,12.0,44.0,0.0,2.0,2.0,16.0,0.0,6.0,2017,1,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
758,DeMarco Murray,Titans,12.0,44.0,0.0,2.0,2.0,16.0,0.0,6.0,2017,1,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
759,DeMarco Murray,Titans,12.0,44.0,0.0,2.0,2.0,16.0,0.0,6.0,2017,1,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73,4,0.0,0.0
760,DeMarco Murray,Titans,14.0,115.0,1.0,2.0,1.0,5.0,0.0,18.0,2017,3,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88,2,0.0,1.0
761,Derrick Henry,Titans,13.0,54.0,0.0,1.0,1.0,10.0,0.0,6.4,2017,3,20.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88,2,0.0,0.0
